GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieAvroDataBlock,539,0,30,0,123,0,27,0,12,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieDeleteBlock,145,0,14,0,33,0,13,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieLogBlockVersion,9,0,0,0,4,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieDeleteBlockVersion,4,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieCommandBlock.HoodieCommandBlockTypeEnum,14,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieCommandBlockVersion,4,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieLogBlock.HoodieLogBlockContentLocation,27,0,0,0,10,0,5,0,5,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieAvroDataBlockVersion,11,0,2,0,5,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieLogBlock.FooterMetadataType,4,0,0,0,1,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieLogBlock,236,0,8,0,63,0,20,0,16,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieCommandBlock,54,0,0,0,11,0,6,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieLogBlock.HeaderMetadataType,44,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieLogBlock.HoodieLogBlockType,44,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log.block,HoodieCorruptBlock,42,0,4,0,8,0,6,0,4,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common,HoodieCleanStat.Builder,57,0,2,0,15,0,9,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common,HoodieJsonPayload,121,0,2,0,25,0,11,0,10,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common,HoodieRollbackStat.Builder,77,0,2,0,11,0,10,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common,HoodieCleanStat,84,0,0,0,16,0,9,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common,SerializableConfiguration,75,0,0,0,17,0,8,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common,HoodieRollbackStat,31,0,0,0,11,0,6,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,NumericUtils,56,0,2,0,6,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,FSUtils,1186,0,84,0,192,0,101,0,59,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,SerializationUtils.KryoInstantiator,21,0,0,0,5,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,FileIOUtils,125,0,10,0,29,0,14,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,TimelineDiffHelper,185,0,20,0,36,0,18,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,NoOpConsistencyGuard,7,0,0,0,5,0,5,0,5,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ObjectSizeCalculator.CurrentLayout,3,0,0,0,1,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ConsistencyGuardConfig.Builder,126,0,8,0,23,0,12,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,DefaultSizeEstimator,6,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,CompactionUtils,309,0,12,0,60,0,23,0,17,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ReflectionUtils,113,0,2,0,24,0,10,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,SerializationUtils,26,0,2,0,7,0,5,0,4,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,SpillableMapUtils,178,0,4,0,38,0,11,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ParquetUtils.RecordKeysFilterFunction,12,0,0,0,4,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,HoodieTimer,33,0,2,0,7,0,4,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ConsistencyGuardConfig,39,0,0,0,10,0,7,0,7,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ObjectSizeCalculator.ArrayElementsVisitor,29,0,4,0,7,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,AvroUtils,246,0,6,0,46,0,22,0,19,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,HoodieTimer.TimeInfo,26,0,0,0,8,0,4,0,4,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,TypedProperties,138,0,14,0,25,0,21,0,14,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,Option,159,0,24,0,37,0,30,0,18,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,StringUtils,89,0,16,0,14,0,17,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,SerializationUtils.KryoSerializerInstance,53,0,0,0,13,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,HoodieAvroUtils,484,0,24,0,97,0,32,0,20,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,HoodieRecordSizeEstimator,34,0,2,0,8,0,4,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ObjectSizeCalculator,360,0,53,0,81,0,39,0,12,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,NetworkUtils,36,0,2,0,11,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,BufferedRandomAccessFile,514,0,44,0,114,0,48,0,26,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,LogReaderUtils,118,0,12,0,28,0,11,0,5,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,RocksDBDAO,817,0,38,0,179,0,44,0,25,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ConsistencyGuard.FileVisibility,24,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,TimelineDiffHelper.TimelineDiffResult,51,0,0,0,10,0,6,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ConsistencyGuard,21,0,3,0,7,0,3,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ParquetUtils,361,0,32,0,72,0,26,0,10,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,RocksDBDAO.new Logger() {...},18,0,0,0,3,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,DFSPropertiesConfiguration,191,0,14,0,41,0,15,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ObjectSizeCalculator.ClassSizeInfo,150,0,10,0,30,0,8,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ObjectSizeCalculator.new ObjectSizeCalculator.MemoryLayoutSpecification() {...},13,0,0,0,6,0,6,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ObjectSizeCalculator.new ObjectSizeCalculator.MemoryLayoutSpecification() {...},13,0,0,0,6,0,6,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,ObjectSizeCalculator.new ObjectSizeCalculator.MemoryLayoutSpecification() {...},13,0,0,0,6,0,6,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,RocksDBSchemaHelper,195,0,0,0,22,0,16,0,16,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,CleanerUtils,108,0,4,0,24,0,8,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util,FailSafeConsistencyGuard,294,0,20,0,71,0,24,0,14,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.versioning.compaction,CompactionV2MigrationHandler,106,0,4,0,20,0,9,0,7,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.versioning.compaction,CompactionPlanMigrator,21,0,0,0,3,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.versioning.compaction,CompactionV1MigrationHandler,132,0,8,0,25,0,12,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.collection.io.storage,SizeAwareDataOutputStream,78,0,0,0,21,0,8,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter,262,0,22,0,52,0,32,0,21,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.HoodieJsonToAvroConversionException,32,0,0,0,6,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},17,0,0,0,3,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},34,0,2,0,7,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},39,0,2,0,7,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},27,0,0,0,5,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},11,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},36,0,2,0,5,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},30,0,4,0,6,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},30,0,4,0,6,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},10,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},30,0,4,0,6,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},30,0,4,0,6,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.new MercifulJsonConverter.JsonToAvroFieldProcessor() {...},17,0,2,0,4,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,HoodieAvroWriteSupport,101,0,16,0,20,0,11,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro,MercifulJsonConverter.JsonToAvroFieldProcessor,21,0,2,0,4,0,2,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieRecordPayload,2,0,0,0,1,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieDeltaWriteStat,17,0,0,0,7,0,5,0,5,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieWriteStat.RuntimeStats,24,0,0,0,10,0,7,0,7,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieFileFormat,37,0,0,0,6,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieArchivedLogFile,20,0,0,0,5,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,WriteOperationType,129,0,8,0,21,0,10,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieLogFile.LogFileComparator,47,0,6,0,11,0,6,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,TimelineLayoutVersion,90,0,10,0,20,0,13,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,BaseAvroPayload,37,0,4,0,9,0,3,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,EmptyHoodieRecordPayload,12,0,0,0,7,0,5,0,5,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,OverwriteWithLatestAvroPayload,70,0,12,0,16,0,12,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieRecord,298,0,38,0,64,0,39,0,20,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,FileSlice,179,0,18,0,35,0,24,0,15,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieRollingStatMetadata.RollingStatsHashMap,55,0,4,0,13,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieWriteStat,305,0,8,0,76,0,49,0,45,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieBaseFile,107,0,6,0,27,0,16,0,13,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieLogFile,190,0,6,0,46,0,24,0,21,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,ActionType,54,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieFileGroup,280,0,12,0,50,0,33,0,27,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieCleaningPolicy,24,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieRollingStatMetadata,122,0,8,0,26,0,13,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieKey,88,0,10,0,18,0,11,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieCommitMetadata,867,0,100,0,177,0,88,0,38,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieTableType,24,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieFileGroupId,83,0,10,0,14,0,11,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieRollingStat,79,0,0,0,28,0,14,0,14,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodiePartitionMetadata,210,0,10,0,45,0,12,0,7,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieAvroPayload,43,0,4,0,13,0,6,0,4,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,CompactionOperation,334,0,26,0,53,0,33,0,20,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.model,HoodieRecordLocation,90,0,10,0,18,0,11,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.bloom.filter,InternalDynamicBloomFilter,513,0,64,0,88,0,45,0,13,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.bloom.filter,BloomFilterUtils,32,0,0,0,4,0,4,0,4,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.bloom.filter,InternalFilter,165,0,16,0,41,0,15,0,7,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.bloom.filter,BloomFilterTypeCode,24,0,0,0,3,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.bloom.filter,SimpleBloomFilter,148,0,4,0,41,0,12,0,10,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.bloom.filter,BloomFilterFactory,73,0,8,0,11,0,7,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.bloom.filter,HoodieDynamicBoundedBloomFilter,104,0,0,0,27,0,6,0,6,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieMergedLogRecordScanner,185,0,2,0,32,0,9,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,AbstractHoodieLogRecordScanner,586,0,49,0,123,0,41,0,14,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFormat.WriterBuilder,288,0,24,0,61,0,26,0,14,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFormat.LogFormatVersion,9,0,0,0,4,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFormatVersion,57,0,16,0,25,0,17,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFormat,52,0,0,0,4,0,4,0,4,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFormatWriter,484,0,24,0,98,0,26,0,14,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieUnMergedLogRecordScanner,24,0,0,0,6,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFileReader,743,0,40,0,154,0,42,0,21,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFormatWriter.new Thread() {...},29,0,2,0,7,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.log,HoodieLogFormatReader,165,0,14,0,41,0,16,0,9,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.timeline,HoodieArchivedTimeline.TimeRangeFilter,17,0,0,0,5,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.timeline,HoodieInstant.State,44,0,0,0,5,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.timeline,HoodieArchivedTimeline,295,0,20,0,60,0,29,0,17,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.timeline,HoodieDefaultTimeline,551,0,30,0,64,0,65,0,50,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.timeline,HoodieArchivedTimeline.ArchiveFileVersionComparator,40,0,2,0,9,0,4,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.timeline,HoodieInstant,411,0,66,0,76,0,50,0,17,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.timeline,HoodieActiveTimeline,1061,0,38,0,188,0,55,0,36,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieActionInstant.Builder,336,0,18,0,58,0,25,0,16,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCleanerPlan.Builder,501,0,34,0,90,0,40,0,23,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieWriteStat.Builder,1792,0,102,0,282,0,123,0,72,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieArchivedMetaEntry.Builder,1595,0,136,0,298,0,137,0,69,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieSavepointPartitionMetadata.Builder,232,0,12,0,42,0,18,0,12,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCompactionWriteStat.Builder,605,0,40,0,106,0,47,0,27,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCleanPartitionMetadata.Builder,544,0,30,0,90,0,39,0,24,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCommitMetadata.Builder,440,0,24,0,74,0,32,0,20,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCompactionMetadata.Builder,128,0,6,0,26,0,11,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCompactionPlan.Builder,336,0,18,0,58,0,25,0,16,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieRestoreMetadata.Builder,550,0,30,0,89,0,39,0,24,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCompactionOperation.Builder,648,0,36,0,106,0,46,0,28,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieCleanMetadata.Builder,660,0,36,0,104,0,46,0,28,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieSavepointMetadata.Builder,550,0,30,0,89,0,39,0,24,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieRollbackMetadata.Builder,660,0,36,0,104,0,46,0,28,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.avro.model,HoodieRollbackPartitionMetadata.Builder,336,0,18,0,58,0,25,0,16,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.versioning,MetadataMigrator,170,0,20,0,36,0,18,0,8,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.versioning,AbstractMigratorBase,6,0,0,0,3,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.queue,IteratorBasedQueueProducer,27,0,2,0,9,0,4,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.queue,BoundedInMemoryQueue.new DefaultSizeEstimator() {...},3,0,0,0,1,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.queue,BoundedInMemoryExecutor,186,0,2,0,49,0,15,0,14,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.queue,BoundedInMemoryQueueConsumer,19,0,2,0,6,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.queue,FunctionBasedQueueProducer,22,0,0,0,8,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.queue,BoundedInMemoryQueue.QueueIterator,43,0,8,0,9,0,7,0,3,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.util.queue,BoundedInMemoryQueue,281,0,26,0,70,0,25,0,12,0
hudi-spark-bundle_2.11/hudi-common,org.apache.hudi.common.table.view,PriorityBasedFileSystemView,464,0,8,0,67,0,33,0,29,0
