GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.exception,HoodieSavepointException,9,0,0,0,4,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.exception,HoodieAppendException,9,0,0,0,4,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.exception,HoodieDependentSystemUnavailableException,19,0,0,0,3,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.index.hbase,DefaultHBaseQPSResourceAllocator,29,0,0,0,9,0,5,0,5,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.index.hbase,HBaseIndex,887,0,56,0,193,0,59,0,31,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.index.hbase,HBaseIndex.HbasePutBatchSizeCalculator,126,0,0,0,16,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieMemoryConfig,15,0,0,0,5,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieMetricsConfig,11,0,0,0,4,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieWriteConfig,638,0,0,0,120,0,106,0,106,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieIndexConfig,15,0,0,0,5,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieCompactionConfig,42,0,0,0,14,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieHBaseIndexConfig.Builder,369,0,24,0,70,0,35,0,23,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieIndexConfig.Builder,351,0,26,0,55,0,33,0,20,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieMemoryConfig.Builder,246,0,16,0,45,0,18,0,10,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieWriteConfig.Builder,649,0,52,0,109,0,53,0,27,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieStorageConfig.Builder,213,0,16,0,33,0,20,0,12,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieCompactionConfig.Builder,567,0,46,0,86,0,48,0,25,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieHBaseIndexConfig,14,0,0,0,5,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieStorageConfig,29,0,0,0,10,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.config,HoodieMetricsConfig.Builder,149,0,10,0,27,0,14,0,9,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.client.utils,LazyIterableIterator,86,0,8,0,33,0,11,0,7,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.client.utils,ClientUtils,20,0,0,0,4,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-client,org.apache.hudi.client.utils,ParquetReaderIterator,60,0,8,0,18,0,8,0,4,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop.realtime,AbstractRealtimeRecordReader,971,0,61,0,158,0,56,0,19,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop.realtime,RealtimeUnmergedRecordReader,166,0,2,0,33,0,12,0,11,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop.realtime,RealtimeCompactedRecordReader,255,0,14,0,47,0,16,0,9,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop.realtime,HoodieRealtimeRecordReader,77,0,2,0,19,0,11,0,10,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop.realtime,HoodieParquetRealtimeInputFormat,515,0,24,0,93,0,31,0,19,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop.realtime,HoodieParquetSerde,3,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop.realtime,HoodieRealtimeFileSplit,154,0,4,0,34,0,12,0,10,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,com.uber.hoodie.hadoop,HoodieInputFormat,3,0,0,0,1,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop,HoodieParquetInputFormat,626,0,50,0,121,0,38,0,13,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop,SafeParquetRecordReaderWrapper,53,0,0,0,14,0,7,0,7,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop,HoodieHiveUtil,133,0,10,0,27,0,12,0,7,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop,InputPathHandler,171,0,12,0,38,0,14,0,8,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop,HoodieROTablePathFilter,383,0,38,0,64,0,23,0,4,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,org.apache.hudi.hadoop,RecordReaderValueIterator,69,0,6,0,24,0,8,0,5,0
hudi-spark-bundle_2.11/hudi-hadoop-mr,com.uber.hoodie.hadoop.realtime,HoodieRealtimeInputFormat,3,0,0,0,1,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,HoodieHiveClient.PartitionEvent,21,0,0,0,6,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,SchemaDifference,118,0,6,0,19,0,10,0,7,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,HoodieHiveClient,1802,0,78,0,321,0,87,0,47,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,HiveSyncTool,478,0,26,0,89,0,24,0,10,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,SchemaDifference.Builder,62,0,0,0,14,0,5,0,5,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,HoodieHiveSyncException,22,0,0,0,9,0,5,0,5,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,NonPartitionedExtractor,7,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,HiveSyncConfig,159,0,0,0,27,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,MultiPartKeysValueExtractor,47,0,4,0,9,0,5,0,3,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,HoodieHiveClient.PartitionEvent.PartitionEventType,24,0,0,0,2,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive,SlashEncodedDayPartitionValueExtractor,111,0,10,0,14,0,8,0,3,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive.util,SchemaUtil.new PrimitiveType.PrimitiveTypeNameConverter() {...},32,0,4,0,11,0,11,0,9,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive.util,SchemaUtil,998,0,122,0,186,0,81,0,19,0
hudi-spark-bundle_2.11/hudi-hive,org.apache.hudi.hive.util,ColumnNameXLator,46,0,4,0,10,0,7,0,5,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},15,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils.,173,0,4,0,18,0,11,0,9,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieDataSourceHelpers,70,0,4,0,12,0,7,0,5,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},42,0,4,0,11,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},25,0,0,0,3,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},15,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},14,0,2,0,2,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.buildSyncConfig.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},14,0,2,0,2,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.buildSyncConfig.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},26,0,4,0,4,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.buildSyncConfig.new Serializable() {...},10,0,2,0,1,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},10,0,2,0,1,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils,41,0,0,0,0,0,7,0,7,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,DataSourceWriteOptions,172,0,0,0,0,0,57,0,57,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,DataSourceUtils,438,0,30,0,89,0,33,0,18,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},24,0,2,0,6,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.new Serializable() {...},62,0,4,0,11,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.10..anonfun.apply.new Serializable() {...},62,0,6,0,5,0,5,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper.,1477,0,204,0,109,0,108,0,6,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils..anonfun.createDataFrame.1..anonfun.apply.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper,12,0,0,0,0,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,package.AvroDataFrameWriter,17,0,0,0,3,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.11..anonfun.apply.new Serializable() {...},70,0,6,0,5,0,5,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,DataSourceReadOptions.,209,0,4,0,26,0,22,0,20,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,DataSourceWriteOptions.,412,0,4,0,62,0,62,0,60,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,QuickstartUtils,127,0,0,0,21,0,8,0,8,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.new Serializable() {...},17,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,package,8,0,0,0,0,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils..anonfun.new Serializable() {...},47,0,2,0,5,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils..anonfun.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter.,1449,0,74,0,155,0,46,0,9,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,package.AvroDataFrameWriter..anonfun.avro.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter,15,0,0,0,0,0,3,0,3,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation,434,0,12,0,59,0,22,0,16,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.new Serializable() {...},10,0,2,0,1,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.new Serializable() {...},13,0,2,0,1,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.new Serializable() {...},13,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.new Serializable() {...},15,0,2,0,1,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.6..anonfun.apply.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.buildScan.new Serializable() {...},39,0,2,0,4,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieStreamingSink..anonfun.1..anonfun.new Serializable() {...},28,0,2,0,5,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.new Serializable() {...},14,0,2,0,1,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,IncrementalRelation..anonfun.buildScan.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,package.,18,0,0,0,3,0,4,0,4,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,QuickstartUtils.DataGenerator,322,0,4,0,57,0,19,0,17,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,DataSourceReadOptions,52,0,0,0,0,0,17,0,17,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils..anonfun.2..anonfun.apply.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils..anonfun.createDataFrame.new Serializable() {...},37,0,2,0,6,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionUtils..anonfun.createRddForDeletes.new Serializable() {...},23,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieStreamingSink..anonfun.1..anonfun.apply.new Serializable() {...},23,0,2,0,3,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,package.AvroDataFrameReader,17,0,0,0,3,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.9..anonfun.apply.new Serializable() {...},41,0,4,0,2,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.new Serializable() {...},33,0,0,0,5,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.checkWriteStatus.new Serializable() {...},24,0,2,0,4,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieStreamingSink,278,0,16,0,28,0,19,0,11,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.checkWriteStatus.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.new Serializable() {...},29,0,0,0,6,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.new Serializable() {...},49,0,2,0,3,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.5..anonfun.apply.new Serializable() {...},46,0,2,0,5,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.new Serializable() {...},20,0,6,0,1,0,5,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.toProperties.new Serializable() {...},16,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,DefaultSource,192,0,6,0,34,0,10,0,7,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,package.AvroDataFrameReader..anonfun.avro.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},38,0,2,0,7,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},38,0,6,0,5,0,5,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},61,0,6,0,12,0,5,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},38,0,6,0,5,0,5,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},77,0,8,0,12,0,6,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieStreamingSink..anonfun.new Serializable() {...},552,0,28,0,29,0,16,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},20,0,6,0,1,0,5,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},13,0,2,0,4,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},34,0,2,0,5,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},41,0,2,0,7,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},30,0,2,0,4,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},41,0,2,0,7,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},20,0,2,0,7,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.org.apache.hudi.AvroConversionHelper..createConverter.1.new Serializable() {...},12,0,2,0,4,0,3,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,AvroConversionHelper..anonfun.createConverterToAvro.7..anonfun.apply.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi,HoodieSparkSqlWriter..anonfun.checkWriteStatus.2..anonfun.apply.new Serializable() {...},36,0,0,0,2,0,2,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi.payload,AWSDmsAvroPayload,50,0,8,0,10,0,8,0,4,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi.keygen,KeyGenerator,6,0,0,0,3,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi.keygen,SimpleKeyGenerator,96,0,14,0,17,0,9,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi.keygen,NonpartitionedKeyGenerator,40,0,4,0,6,0,4,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi.keygen,GlobalDeleteKeyGenerator,133,0,10,0,21,0,7,0,2,0
hudi-spark-bundle_2.11/hudi-spark_2.11,org.apache.hudi.keygen,ComplexKeyGenerator,244,0,22,0,38,0,15,0,4,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service.handlers,BaseFileHandler,112,0,0,0,18,0,9,0,9,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service.handlers,FileSliceHandler,142,0,0,0,24,0,13,0,13,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service.handlers,TimelineHandler,35,0,0,0,5,0,4,0,4,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service.handlers,Handler,13,0,0,0,5,0,1,0,1,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service,TimelineService,241,0,6,0,57,0,17,0,13,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service,FileSystemViewHandler.ViewHandler,177,0,10,0,39,0,7,0,2,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service,FileSystemViewHandler,837,0,18,0,174,0,38,0,29,0
hudi-spark-bundle_2.11/hudi-timeline-service,org.apache.hudi.timeline.service,TimelineService.Config,28,0,0,0,12,0,1,0,1,0
